PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Sabo, JL; Power, ME								River-watershed exchange: Effects of riverine subsidies on riparian lizards and their terrestrial prey								ECOLOGY				83	7			1860	1869		10.2307/3071770			JUL 2002	2002										195							WOS:000176718100007		
J	Hessen, DO; Faerovig, PJ; Andersen, T								Light, nutrients, and P : C ratios in algae: Grazer performance related to food quality and quantity								ECOLOGY				83	7			1886	1898		10.1890/0012-9658(2002)083[1886:LNAPCR]2.0.CO;2			JUL 2002	2002										169							WOS:000176718100009		
J	Villar-Argaiz, M; Medina-Sanchez, JM; Carrillo, P								Linking life history strategies and ontogeny in crustacean zooplankton: Implications for homeostasis								ECOLOGY				83	7			1899	1914		10.1890/0012-9658(2002)083[1899:LLHSAO]2.0.CO;2			JUL 2002	2002										55							WOS:000176718100010		
J	Cardinale, BJ; Palmer, MA								Disturbance moderates biodiversity-ecosystem function relationships: Experimental evidence from caddisflies in stream mesocosms								ECOLOGY				83	7			1915	1927					JUL 2002	2002										79							WOS:000176718100011		
J	Fox, GA; Kendall, BE								Demographic stochasticity and the variance reduction effect								ECOLOGY				83	7			1928	1934		10.2307/3071775			JUL 2002	2002										64							WOS:000176718100012		
J	Kay, A								Applying optimal foraging theory to assess nutrient availability ratios for ants								ECOLOGY				83	7			1935	1944		10.2307/3071776			JUL 2002	2002										46							WOS:000176718100013		
J	Brown, WD; Keller, L; Sundstrom, L								Sex allocation in mound-building ants: The roles of resources and queen replenishment								ECOLOGY				83	7			1945	1952		10.2307/3071777			JUL 2002	2002										25							WOS:000176718100014		
J	Relyea, RA								The many faces of predation: How induction, selection, and thinning combine to alter prey phenotypes								ECOLOGY				83	7			1953	1964		10.2307/3071778			JUL 2002	2002										66							WOS:000176718100015		
J	Callahan, HS; Pigliucci, M								Shade-induced plasticity and its ecological significance in wild populations of Arabidopsis thaliana								ECOLOGY				83	7			1965	1980		10.2307/3071779			JUL 2002	2002										97							WOS:000176718100016		
J	Tifffn, P								Competition and time of damage affect the pattern of selection acting on plant defense against herbivores								ECOLOGY				83	7			1981	1990		10.1890/0012-9658(2002)083[1981:CATODA]2.0.CO;2			JUL 2002	2002										71							WOS:000176718100017		
J	Pico, FX; de Kroon, H; Retana, J								An extended flowering and fruiting season has few demographic effects in a Mediterranean perennial herb								ECOLOGY				83	7			1991	2004		10.1890/0012-9658(2002)083[1991:AEFAFS]2.0.CO;2			JUL 2002	2002										27							WOS:000176718100018		
J	Debski, I; Burslem, DFRP; Palmiotto, PA; Lafrankie, JV; Lee, HS; Manokaran, N								Habitat preferences of Aporosa in two Malaysian forests: Implications for abundance and coexistence								ECOLOGY				83	7			2005	2018					JUL 2002	2002										47							WOS:000176718100019		
J	Cropp, R; Gabric, A								Ecosystem adaptation: Do ecosystems maximize resilience?								ECOLOGY				83	7			2019	2026					JUL 2002	2002										49							WOS:000176718100020		
J	Hirzel, AH; Hausser, J; Chessel, D; Perrin, N								Ecological-niche factor analysis: How to compute habitat-suitability maps without absence data?								ECOLOGY				83	7			2027	2036		10.1890/0012-9658(2002)083[2027:ENFAHT]2.0.CO;2			JUL 2002	2002										770							WOS:000176718100021		
J	Lingle, S								Coyote predation and habitat segregation of white-tailed deer and mule deer								ECOLOGY				83	7			2037	2048					JUL 2002	2002										49							WOS:000176718100022		
J	Bowman, J; Jaeger, JAG; Fahrig, L								Dispersal distance of mammals is proportional to home range size								ECOLOGY				83	7			2049	2055		10.2307/3071786			JUL 2002	2002										168							WOS:000176718100023		
J	Macdonald, DW; Newman, C; Stewart, PD; Domingo-Roura, X; Johnson, PJ								Density-dependent regulation of body mass and condition in badgers (Meles meles) from Wytham Woods								ECOLOGY				83	7			2056	2061		10.2307/3071787			JUL 2002	2002										35							WOS:000176718100024		
J	Graham, MH; Dayton, PK								On the evolution of ecological ideas: Paradigms and scientific progress								ECOLOGY				83	6			1481	1489					JUN 2002	2002										53							WOS:000176400800002		
J	Reznick, D; Bryant, MJ; Bashey, F								r- and K-selection revisited: The role of population regulation in life-history evolution								ECOLOGY				83	6			1509	1520		10.2307/3071970			JUN 2002	2002										232							WOS:000176400800004		
J	Paine, RT								Advances in ecological understanding: By Kuhnian revolution or conceptual evolution?								ECOLOGY				83	6			1553	1559		10.1890/0012-9658(2002)083[1553:AIEUBK]2.0.CO;2			JUN 2002	2002										36							WOS:000176400800007		
J	Tomita, M; Hirabuki, Y; Seiwa, K								Post-dispersal changes in the spatial distribution of Fagus crenata seeds								ECOLOGY				83	6			1560	1565		10.2307/3071974			JUN 2002	2002										43							WOS:000176400800008		
J	Platt, WJ; Beckage, B; Doren, RF; Slater, HH								Interactions of large-scale disturbances: Prior fire regimes and hurricane mortality of savanna pines								ECOLOGY				83	6			1566	1572					JUN 2002	2002										62							WOS:000176400800009		
J	Rydgren, K; Okland, RH								Ultimate costs of sporophyte production in the clonal moss Hylocomium splendens								ECOLOGY				83	6			1573	1579		10.2307/3071976			JUN 2002	2002										22							WOS:000176400800010		
J	Van Buskirk, J; Arioli, M								Dosage response of an induced defense: How sensitive are tadpoles to predation risk?								ECOLOGY				83	6			1580	1585		10.2307/3071977			JUN 2002	2002										122							WOS:000176400800011		
J	Belden, LK; Blaustein, AR								Population differences in sensitivity to uv-b radiation for larval long-toed salamanders								ECOLOGY				83	6			1586	1590		10.2307/3071978			JUN 2002	2002										28							WOS:000176400800012		
J	Hamback, PA; Bjorkman, C								Estimating the consequences of apparent competition: A method for host-parasitoid interactions								ECOLOGY				83	6			1591	1596					JUN 2002	2002										6							WOS:000176400800013		
J	Moe, SJ; Stenseth, NC; Smith, RH								Density-dependent compensation in blowfly populations give indirectly positive effects of a toxicant								ECOLOGY				83	6			1597	1603		10.2307/3071980			JUN 2002	2002										43							WOS:000176400800014		
J	Gotelli, NJ; Ellison, AM								Biogeography at a regional scale: Determinants of ant species density in new england bogs and forests								ECOLOGY				83	6			1604	1609		10.2307/3071981			JUN 2002	2002										97							WOS:000176400800015		
J	Holway, DA; Suarez, AV; Case, TJ								Role of abiotic factors in governing susceptibility to invasion: A test with argentine ants								ECOLOGY				83	6			1610	1619		10.2307/3071982			JUN 2002	2002										165							WOS:000176400800016		
J	Dahl, J; Peckarsky, BL								Induced morphological defenses in the wild: Predator effects on a mayfly, Drunella coloradensis								ECOLOGY				83	6			1620	1634		10.2307/3071983			JUN 2002	2002										52							WOS:000176400800017		
J	Trussell, GC; Nicklin, MO								Cue sensitivity, inducible defense, and trade-offs in a marine snail								ECOLOGY				83	6			1635	1647		10.1890/0012-9658(2002)083[1635:CSIDAT]2.0.CO;2			JUN 2002	2002										109							WOS:000176400800018		
J	Vorndran, IC; Reichwaldt, E; Nurnberger, B								Does differential susceptibility to predation in tadpoles stabilize the Bombina hybrid zone?								ECOLOGY				83	6			1648	1659		10.1890/0012-9658(2002)083[1648:DDSTPI]2.0.CO;2			JUN 2002	2002										16							WOS:000176400800019		
J	Claessen, D; Van Oss, C; de Roos, AM; Persson, L								The impact of size-dependent predation on population dynamics and individual life history								ECOLOGY				83	6			1660	1675		10.2307/3071986			JUN 2002	2002										113							WOS:000176400800020		
J	Lekve, K; Ottersen, G; Stenseth, NC; Gjosaeter, J								Length dynamics in juvenile coastal Skagerrak cod: Effects of biotic and abiotic processes								ECOLOGY				83	6			1676	1688		10.1890/0012-9658(2002)083[1676:LDIJCS]2.0.CO;2			JUN 2002	2002										33							WOS:000176400800021		
J	Bernhardt, ES; Likens, GE								Dissolved organic carbon enrichment alters nitrogen dynamics in a forest stream								ECOLOGY				83	6			1689	1700		10.1890/0012-9658(2002)083[1689:DOCEAN]2.0.CO;2			JUN 2002	2002										157							WOS:000176400800022		
J	Bailey, JK; Whitham, TG								Interactions among fire, aspen, and elk affect insect diversity: Reversal of a community response								ECOLOGY				83	6			1701	1712		10.1890/0012-9658(2002)083[1701:IAFAAE]2.0.CO;2			JUN 2002	2002										77							WOS:000176400800023		
J	Mitchell, CE; Tilman, D; Groth, JV								Effects of grassland plant species diversity, abundance, and composition on foliar fungal disease								ECOLOGY				83	6			1713	1726					JUN 2002	2002										176							WOS:000176400800024		
J	Shibata, M; Tanaka, H; Iida, S; Abe, S; Masaki, T; Niiyama, K; Nakashizuka, T								Synchronized annual seed production by 16 principal tree species in a temperate deciduous forest, Japan								ECOLOGY				83	6			1727	1742		10.2307/3071991			JUN 2002	2002										79							WOS:000176400800025		
J	Sauer, JR; Link, WA								Hierarchical modeling of population stability and species group attributes from survey data								ECOLOGY				83	6			1743	1751		10.1890/0012-9658(2002)083[1743:HMOPSA]2.0.CO;2			JUN 2002	2002										68							WOS:000176400800026		
J	Murtaugh, PA								On rejection rates of paired intervention analysis								ECOLOGY				83	6			1752	1761		10.2307/3071993			JUN 2002	2002										33							WOS:000176400800027		
J	Gross, K								Efficient data collection for estimating growth rates of structured populations								ECOLOGY				83	6			1762	1767		10.1890/0012-9658(2002)083[1762:EDCFEG]2.0.CO;2			JUN 2002	2002										11							WOS:000176400800028		
J	Ashman, TL								The role of herbivores in the evolution of separate sexes from hermaphroditism								ECOLOGY				83	5			1175	1184		10.1890/0012-9658(2002)083[1175:TROHIT]2.0.CO;2			MAY 2002	2002										115							WOS:000175131300001		
J	He, FL; Legendre, P								Species diversity patterns derived from species-area models								ECOLOGY				83	5			1185	1198		10.2307/3071933			MAY 2002	2002										233							WOS:000175131300002		
J	Partel, M; Wilson, SD								Root dynamics and spatial pattern in prairie and forest								ECOLOGY				83	5			1199	1203		10.2307/3071934			MAY 2002	2002										49							WOS:000175131300003		
J	Fulton, MR; Harcombe, PA								Fine-scale predictability of forest community dynamics								ECOLOGY				83	5			1204	1208		10.2307/3071935			MAY 2002	2002										9							WOS:000175131300004		
J	Karban, R; Maron, J								The fitness consequences of interspecific eavesdropping between plants								ECOLOGY				83	5			1209	1213		10.1890/0012-9658(2002)083[1209:TFCOIE]2.0.CO;2			MAY 2002	2002										77							WOS:000175131300005		
J	Schauber, EM; Kelly, D; Turchin, P; Simon, C; Lee, WG; Allen, RB; Payton, IJ; Wilson, PR; Cowan, PE; Brockie, RE								Masting by eighteen New Zealand plant species: The role of temperature as a synchronizing cue								ECOLOGY				83	5			1214	1225		10.2307/3071937			MAY 2002	2002										182							WOS:000175131300006		
J	Sato, T								Phenology of sex expression and gender variation in a heterodichogamous maple, Acer japonicum								ECOLOGY				83	5			1226	1238		10.2307/3071938			MAY 2002	2002										28							WOS:000175131300007		
J	Gaylord, B; Reed, DC; Raimondi, PT; Washburn, L; McLean, SR								A physically based model of macroalgal spore dispersal in the wave and current-dominated nearshore								ECOLOGY				83	5			1239	1251		10.1890/0012-9658(2002)083[1239:APBMOM]2.0.CO;2			MAY 2002	2002										109							WOS:000175131300008		
J	Yamahira, K; Conover, DO								Intra- vs. interspecific latitudinal variation in growth: Adaptation to temperature or seasonality?								ECOLOGY				83	5			1252	1262		10.2307/3071940			MAY 2002	2002										133							WOS:000175131300009		
J	Tessier, AJ; Woodruff, P								Cryptic trophic cascade along a gradient of lake size								ECOLOGY				83	5			1263	1270		10.2307/3071941			MAY 2002	2002										107							WOS:000175131300010		
J	Schmid-Araya, JM; Hildrew, AG; Robertson, A; Schmid, PE; Winterbottom, J								The importance of meiofauna in food webs: Evidence from an acid stream								ECOLOGY				83	5			1271	1285		10.2307/3071942			MAY 2002	2002										99							WOS:000175131300011		
J	Wolf, BO; del Rio, CM; Babson, JY								Stable isotopes reveal that saguaro fruit provides different resources to two desert dove species								ECOLOGY				83	5			1286	1293		10.2307/3071943			MAY 2002	2002										36							WOS:000175131300012		
J	Bayne, EM; Hobson, KA								Apparent survival of male ovenbirds in fragmented and forested boreal landscapes								ECOLOGY				83	5			1307	1316		10.1890/0012-9658(2002)083[1307:ASOMOI]2.0.CO;2			MAY 2002	2002										51							WOS:000175131300014		
J	Williams, SE; Marsh, H; Winter, J								Spatial scale, species diversity, and habitat structure: Small mammals in Australian tropical rain forest								ECOLOGY				83	5			1317	1329		10.2307/3071946			MAY 2002	2002										109							WOS:000175131300015		
J	Abramsky, Z; Rosenzweig, ML; Subach, A								The costs of apprehensive foraging								ECOLOGY				83	5			1330	1340		10.2307/3071947			MAY 2002	2002										57							WOS:000175131300016		
J	Jedrzejewski, W; Schmidt, K; Theuerkauf, J; Jedrzejewska, B; Selva, N; Zub, K; Szymura, L								Kill rates and predation by wolves on ungulate populations in Bialowieza Primeval Forest (Poland)								ECOLOGY				83	5			1341	1356		10.2307/3071948			MAY 2002	2002										148							WOS:000175131300017		
J	Runge, MC; Johnson, FA								The importance of functional form in optimal control solutions of problems in population dynamics								ECOLOGY				83	5			1357	1371		10.2307/3071949			MAY 2002	2002										40							WOS:000175131300018		
J	Dambacher, JM; Li, HW; Rossignol, PA								Relevance of community structure in assessing indeterminacy of ecological predictions								ECOLOGY				83	5			1372	1385		10.1890/0012-9658(2002)083[1372:ROCSIA]2.0.CO;2			MAY 2002	2002										108							WOS:000175131300019		
J	Oberrath, R; Bohning-Gaese, K								Phenological adaptation of ant-dispersed plants to seasonal variation in ant activity								ECOLOGY				83	5			1412	1420					MAY 2002	2002										44							WOS:000175131300022		
J	Steffan-Dewenter, I; Munzenberg, U; Burger, C; Thies, C; Tscharntke, T								Scale-dependent effects of landscape context on three pollinator guilds								ECOLOGY				83	5			1421	1432		10.2307/3071954			MAY 2002	2002										600							WOS:000175131300023		
J	Cole, BJ; Wiernasz, DC								Recruitment limitation and population density in the harvester ant, Pogonomyrmex occidentalis								ECOLOGY				83	5			1433	1442		10.1890/0012-9658(2002)083[1433:RLAPDI]2.0.CO;2			MAY 2002	2002										23							WOS:000175131300024		
J	Denno, RF; Gratton, C; Peterson, MA; Langellotto, GA; Finke, DL; Huberty, AF								Bottom-up forces mediate natural-enemy impact in a phytophagous insect community								ECOLOGY				83	5			1443	1458		10.1890/0012-9658(2002)083[1443:BUFMNE]2.0.CO;2			MAY 2002	2002										174							WOS:000175131300025		
J	Hunter, MS; Collier, TR; Kelly, SE								Does an autoparasitoid disrupt host suppression provided by a primary parasitoid?								ECOLOGY				83	5			1459	1469		10.1890/0012-9658(2002)083[1459:DAADHS]2.0.CO;2			MAY 2002	2002										21							WOS:000175131300026		
J	Gomez, JM; Zamora, R								Thorns as induced mechanical defense in a long-lived shrub (Hormathophylla spinosa, Cruciferae)								ECOLOGY				83	4			885	890		10.1890/0012-9658(2002)083[0885:TAIMDI]2.0.CO;2			APR 2002	2002										33							WOS:000174523800001		
J	Pavia, H; Toth, GB; Aberg, P								Optimal defense theory: Elasticity analysis as a tool to predict intraplant variation in defenses								ECOLOGY				83	4			891	897					APR 2002	2002										62							WOS:000174523800002		
J	Miller, TE; Kneitel, JM; Burns, JH								Effect of community structure on invasion success and rate								ECOLOGY				83	4			898	905		10.1890/0012-9658(2002)083[0898:EOCSOI]2.0.CO;2			APR 2002	2002										67							WOS:000174523800003		
J	Hails, RS; Hernandez-Crespo, P; Sait, SM; Donnelly, CA; Green, BM; Cory, JS								Transmission patterns of natural and recombinant baculoviruses								ECOLOGY				83	4			906	916					APR 2002	2002										31							WOS:000174523800004		
J	Jaenike, J								Time-delayed effects of climate variation on host-parasite dynamics								ECOLOGY				83	4			917	924		10.2307/3071901			APR 2002	2002										7							WOS:000174523800005		
J	Bonsall, MB; Hassell, MP; Asefa, G								Ecological trade-offs, resource partitioning, and coexistence in a host-parasitoid assemblage								ECOLOGY				83	4			925	934		10.1890/0012-9658(2002)083[0925:ETORPA]2.0.CO;2			APR 2002	2002										37							WOS:000174523800006		
J	Tripet, F; Jacot, A; Richner, H								Larval competition affects the life histories and dispersal behavior of an avian ectoparasite								ECOLOGY				83	4			935	945		10.2307/3071903			APR 2002	2002										20							WOS:000174523800007		
J	Canterbury, G								Metabolic adaptation and climatic constraints on winter bird distribution								ECOLOGY				83	4			946	957		10.1890/0012-9658(2002)083[0946:MAACCO]2.0.CO;2			APR 2002	2002										41							WOS:000174523800008		
J	Brown, WP; Roth, RR								Temporal patterns of fitness and survival in the Wood Thrush								ECOLOGY				83	4			958	969		10.2307/3071905			APR 2002	2002										34							WOS:000174523800009		
J	Fortin, D; Fryxell, JM; Pilote, R								The temporal scale of foraging decisions in bison								ECOLOGY				83	4			970	982		10.1890/0012-9658(2002)083[0970:TTSOFD]2.0.CO;2			APR 2002	2002										86							WOS:000174523800010		
J	Skelly, DK; Freidenburg, LK; Kiesecker, JM								Forest canopy and the performance of larval amphibians								ECOLOGY				83	4			983	992		10.1890/0012-9658(2002)083[0983:FCATPO]2.0.CO;2			APR 2002	2002										162							WOS:000174523800011		
J	Satake, A; Iwasa, Y								Spatially limited pollen exchange and a long-range synchronization of trees								ECOLOGY				83	4			993	1005		10.2307/3071908			APR 2002	2002										70							WOS:000174523800012		
J	Donohue, K								Germination timing influences natural selection on life-history characters in Arabidopsis thaliana								ECOLOGY				83	4			1006	1016					APR 2002	2002										119							WOS:000174523800013		
J	Kalamees, R; Zobel, M								The role of the seed bank in gap regeneration in a calcareous grassland community								ECOLOGY				83	4			1017	1025		10.1890/0012-9658(2002)083[1017:TROTSB]2.0.CO;2			APR 2002	2002										121							WOS:000174523800014		
J	Hieber, M; Gessner, MO								Contribution of stream detrivores, fungi, and bacteria to leaf breakdown based on biomass estimates								ECOLOGY				83	4			1026	1038		10.1890/0012-9658(2002)083[1026:COSDFA]2.0.CO;2			APR 2002	2002										395							WOS:000174523800015		
J	Stelzer, RS; Lamberti, GA								Ecological stoichiometry in running waters: Periphyton chemical composition and snail growth								ECOLOGY				83	4			1039	1051		10.1890/0012-9658(2002)083[1039:ESIRWP]2.0.CO;2			APR 2002	2002										97							WOS:000174523800016		
J	Hemmi, A; Jormalainen, V								Nutrient enhancement increases performance of a marine herbivore via quality of its food alga								ECOLOGY				83	4			1052	1064		10.2307/3071913			APR 2002	2002										83							WOS:000174523800017		
J	McKee, KL; Feller, IC; Popp, M; Wanek, W								Mangrove isotopic (delta N-15 and delta C-13) fractionation across a nitrogen vs. phosphorus limitation gradient								ECOLOGY				83	4			1065	1075		10.2307/3071914			APR 2002	2002										159							WOS:000174523800018		
J	Steele, MA; Forrester, GE								Early postsettlement predation on three reef fishes: effects on spatial patterns of recruitment								ECOLOGY				83	4			1076	1091		10.2307/3071915			APR 2002	2002										68							WOS:000174523800019		
J	Armsworth, PR								Recruitment limitation, population regulation, and larval connectivity in reef fish metapopulations								ECOLOGY				83	4			1092	1104		10.2307/3071916			APR 2002	2002										110							WOS:000174523800020		
J	De'Ath, G								Multivariate regression trees: a new technique for modeling species-environment relationships								ECOLOGY				83	4			1105	1117		10.2307/3071917			APR 2002	2002										620							WOS:000174523800021		
J	Cam, E; Nichols, JD; Hines, JE; Sauer, JR; Alpizar-Jara, R; Flather, CH								Disentangling sampling and ecological explanations underlying species-area relationships								ECOLOGY				83	4			1118	1130		10.2307/3071918			APR 2002	2002										73							WOS:000174523800022		
J	Makarenkov, V; Legendre, P								Nonlinear redundancy analysis and canonical correspondence analysis based on polynomial regression								ECOLOGY				83	4			1146	1161		10.1890/0012-9658(2002)083[1146:NRAACC]2.0.CO;2			APR 2002	2002										63							WOS:000174523800024		
J	Murtaugh, PA								Journal quality, effect size, and publication bias in meta-analysis								ECOLOGY				83	4			1162	1166		10.2307/3071921			APR 2002	2002										52							WOS:000174523800025		
J	Clark, JS; Grimm, EC; Donovan, JJ; Fritz, SC; Engstrom, DR; Almendinger, JE								Drought cycles and landscape responses to past aridity on prairies of the northern Great Plains, USA								ECOLOGY				83	3			595	601		10.2307/3071864			MAR 2002	2002										100							WOS:000173967500001		
J	Frank, DA; Kuns, MM; Guido, DR								Consumer control of grassland plant production								ECOLOGY				83	3			602	606		10.2307/3071865			MAR 2002	2002										117							WOS:000173967500002		
J	Holzapfel, CM; Bradshaw, WE								Protandry: The relationship between emergence time and male fitness in the pitcher-plant mosquito								ECOLOGY				83	3			607	611		10.1890/0012-9658(2002)083[0607:PTRBET]2.0.CO;2			MAR 2002	2002										18							WOS:000173967500003		
J	Peckarsky, BL; McIntosh, AR; Taylor, BW; Dahl, J								Predator chemicals induce changes in mayfly life history traits: A whole-stream manipulation								ECOLOGY				83	3			612	618		10.2307/3071867			MAR 2002	2002										93							WOS:000173967500004		
J	Urabe, J; Kyle, M; Makino, W; Yoshida, T; Andersen, T; Elser, JJ								Reduced light increases herbivore production due to stoichiometric effects of light/nutrient balance								ECOLOGY				83	3			619	627		10.1890/0012-9658(2002)083[0619:RLIHPD]2.0.CO;2			MAR 2002	2002										115							WOS:000173967500005		
J	Thomson, JR; Lake, PS; Downes, BJ								The effect of hydrological disturbance on the impact of a benthic invertebrate predator								ECOLOGY				83	3			628	642		10.2307/3071869			MAR 2002	2002										32							WOS:000173967500006		
J	Finke, DL; Denno, RF								Intraguild predation diminished in complex-structured vegetation: Implications for prey suppression								ECOLOGY				83	3			643	652					MAR 2002	2002										225							WOS:000173967500007		
J	Bogran, CE; Heinz, KM; Ciomperlik, MA								Interspecific competition among insect parasitoids: Field experiments with whiteflies as hosts in cotton								ECOLOGY				83	3			653	668		10.2307/3071871			MAR 2002	2002										64							WOS:000173967500008		
J	Spencer, M; Blaustein, L; Cohen, JE								Oviposition habitat selection by mosquitoes (Culiseta longiareolata) and consequences for population size								ECOLOGY				83	3			669	679		10.2307/3071872			MAR 2002	2002										101							WOS:000173967500009		
J	Kneitel, JM; Miller, TE								Resource and top-predator regulation in the pitcher plant (Sarracenia purpurea) inquiline community								ECOLOGY				83	3			680	688		10.2307/3071873			MAR 2002	2002										90							WOS:000173967500010		
J	Longino, JT; Coddington, J; Colwell, RK								The ant fauna of a tropical rain forest: Estimating species richness three different ways								ECOLOGY				83	3			689	702		10.1890/0012-9658(2002)083[0689:TAFOAT]2.0.CO;2			MAR 2002	2002										373							WOS:000173967500011		
J	Post, DM								Using stable isotopes to estimate trophic position: Models, methods, and assumptions								ECOLOGY				83	3			703	718		10.1890/0012-9658(2002)083[0703:USITET]2.0.CO;2			MAR 2002	2002										3018							WOS:000173967500012		
J	Lohrer, AM; Whitlatch, RB								Interactions among aliens: Apparent replacement of one exotic species by another								ECOLOGY				83	3			719	732		10.1890/0012-9658(2002)083[0719:IAAARO]2.0.CO;2			MAR 2002	2002										97							WOS:000173967500013		
J	Bortolus, A; Schwindt, E; Iribarne, O								Positive plant-animal interactions in the high marsh of an Argentinean coastal lagoon								ECOLOGY				83	3			733	742		10.1890/0012-9658(2002)083[0733:PPAIIT]2.0.CO;2			MAR 2002	2002										54							WOS:000173967500014		
J	Ganade, G; Brown, VK								Succession in old pastures of central Amazonia: Role of soil fertility and plant litter								ECOLOGY				83	3			743	754		10.1890/0012-9658(2002)083[0743:SIOPOC]2.0.CO;2			MAR 2002	2002										43							WOS:000173967500015		
J	Hamerlynck, EP; McAuliffe, JR; McDonald, EV; Smith, SD								Ecological responses of two Mojave Desert shrubs to soil horizon development and soil water dynamics								ECOLOGY				83	3			768	779					MAR 2002	2002										80							WOS:000173967500017		
J	Parciak, W								Seed size, number, and habitat of a fleshy-fruited plant: Consequences for seedling establishment								ECOLOGY				83	3			794	808		10.2307/3071882			MAR 2002	2002										34							WOS:000173967500019		
J	Walker, S; Wilson, JB								Tests for nonequilibrium, instability, and stabilizing processes in semiarid plant communities								ECOLOGY				83	3			809	822		10.1890/0012-9658(2002)083[0809:TFNIAS]2.0.CO;2			MAR 2002	2002										20							WOS:000173967500020		
J	Lovelock, CE; Miller, R								Heterogeneity in inoculum potential and effectiveness of arbuscular mycorrhizal fungi								ECOLOGY				83	3			823	832		10.2307/3071884			MAR 2002	2002										19							WOS:000173967500021		
J	Compton, BW; Rhymer, JM; McCollough, M								Habitat selection by wood turtles (Clemmys insculpta): An application of paired logistic regression								ECOLOGY				83	3			833	843		10.1890/0012-9658(2002)083[0833:HSBWTC]2.0.CO;2			MAR 2002	2002										174							WOS:000173967500022		
