PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	COLLINS, NC; MITCHELL, R; WIEGERT, RG								FUNCTIONAL-ANALYSIS OF A THERMAL SPRING ECOSYSTEM, WITH AN EVALUATION OF ROLE OF CONSUMERS								ECOLOGY				57	6			1221	1232		10.2307/1935046			1976	1976										23							WOS:A1976CZ46600009		
J	ALLEN, EB; FORMAN, RTT								PLANT SPECIES REMOVALS AND OLD-FIELD COMMUNITY STRUCTURE AND STABILITY								ECOLOGY				57	6			1233	1243		10.2307/1935047			1976	1976										66							WOS:A1976CZ46600010		
J	ONEILL, RV								ECOSYSTEM PERSISTENCE AND HETEROTROPHIC REGULATION								ECOLOGY				57	6			1244	1253		10.2307/1935048			1976	1976										78							WOS:A1976CZ46600011		
J	HARNER, RF; HARPER, KT								ROLE OF AREA, HETEROGENEITY, AND FAVORABILITY IN PLANT SPECIES-DIVERSITY OF PINYON-JUNIPER ECOSYSTEMS								ECOLOGY				57	6			1254	1263		10.2307/1935049			1976	1976										82							WOS:A1976CZ46600012		
J	HAMILTON, WJ; BUSKIRK, RE; BUSKIRK, WH								DEFENSE OF SPACE AND RESOURCES BY CHACMA (PAPIO-URSINUS) BABOON TROOPS IN AN AFRICAN DESERT AND SWAMP								ECOLOGY				57	6			1264	1272					1976	1976										104							WOS:A1976CZ46600013		
J	UECKERT, DN; BODINE, MC; SPEARS, BM								POPULATION-DENSITY AND BIOMASS OF DESERT TERMITE GNATHAMITERMES-TUBIFORMANS (ISOPTERA-TERMITIDAE) IN A SHORTGRASS PRAIRIE - RELATIONSHIP TO TEMPERATURE AND MOISTURE								ECOLOGY				57	6			1273	1280		10.2307/1935051			1976	1976										31							WOS:A1976CZ46600014		
J	PARRISH, JAD; BAZZAZ, FA								UNDERGROUND NICHE SEPARATION IN SUCCESSIONAL PLANTS								ECOLOGY				57	6			1281	1288		10.2307/1935052			1976	1976										169							WOS:A1976CZ46600015		
J	WILBUR, HM								DENSITY-DEPENDENT ASPECTS OF METAMORPHOSIS IN AMBYSTOMA AND RANA-SYLVATICA								ECOLOGY				57	6			1289	1296		10.2307/1935053			1976	1976										164							WOS:A1976CZ46600016		
J	REGEHR, DL; BAZZAZ, FA								LOW-TEMPERATURE PHOTOSYNTHESIS IN SUCCESSIONAL WINTER ANNUALS								ECOLOGY				57	6			1297	1303		10.2307/1935054			1976	1976										74							WOS:A1976CZ46600017		
J	OBRIEN, WJ; SLADE, NA; VINYARD, GL								APPARENT SIZE AS DETERMINANT OF PREY SELECTION BY BLUEGILL SUNFISH (LEPOMIS-MACROCHIRUS)								ECOLOGY				57	6			1304	1310		10.2307/1935055			1976	1976										263							WOS:A1976CZ46600018		
J	WOOD, CW; NASH, TN								COPPER SMELTER EFFLUENT EFFECTS ON SONORAN DESERT VEGETATION								ECOLOGY				57	6			1311	1316		10.2307/1935056			1976	1976										27							WOS:A1976CZ46600019		
J	SIMON, CA; MIDDENDORF, GA								RESOURCE PARTITIONING BY AN IGUANID LIZARD - TEMPORAL AND MICROHABITAT ASPECTS								ECOLOGY				57	6			1317	1320		10.2307/1935057			1976	1976										79							WOS:A1976CZ46600020		
J	JEFFRIES, C								STABILITY OF PREDATION ECOSYSTEM MODELS								ECOLOGY				57	6			1321	1325		10.2307/1935058			1976	1976										17							WOS:A1976CZ46600021		
J	CASE, TJ								SPECIES NUMBERS, DENSITY COMPENSATION, AND COLONIZING ABILITY OF LIZARDS ON ISLANDS IN GULF OF CALIFORNIA								ECOLOGY				56	1			3	18		10.2307/1935296			1975	1975										148							WOS:A1975V881000002		
J	SMITH, AJ								INVASION AND ECESIS OF BIRD-DISSEMINATED WOODY PLANTS IN A TEMPERATE FOREST SERE								ECOLOGY				56	1			19	34		10.2307/1935297			1975	1975										93							WOS:A1975V881000003		
J	RAYNAL, DJ; BAZZAZ, FA								INTERFERENCE OF WINTER ANNUALS WITH AMBROSIA-ARTEMISIIFOLIA IN EARLY SUCCESSIONAL FIELDS								ECOLOGY				56	1			35	49		10.2307/1935298			1975	1975										78							WOS:A1975V881000004		
J	HUNTER, RD								GROWTH, FECUNDITY, AND BIOENERGETICS IN 3 POPULATIONS OF LYMNAEA-PALUSTRIS IN UPSTATE NEW-YORK								ECOLOGY				56	1			50	63		10.2307/1935299			1975	1975										74							WOS:A1975V881000005		
J	WILBUR, HM								EVOLUTIONARY AND MATHEMATICAL DEMOGRAPHY OF TURTLE CHRYSEMYS-PICTA								ECOLOGY				56	1			64	77		10.2307/1935300			1975	1975										146							WOS:A1975V881000006		
J	JORDAN, MJ								EFFECTS OF ZINC SMELTER EMISSIONS AND FIRE ON A CHESTNUT-OAK WOODLAND								ECOLOGY				56	1			78	91		10.2307/1935301			1975	1975										59							WOS:A1975V881000007		
J	WOLF, LL								ENERGY-INTAKE AND EXPENDITURES IN A NECTAR-FEEDING SUNBIRD								ECOLOGY				56	1			92	104		10.2307/1935302			1975	1975										73							WOS:A1975V881000008		
J	HEIMAN, DR; KNIGHT, AW								INFLUENCE OF TEMPERATURE ON BIOENERGETICS OF CARNIVOROUS STONEFLY NYMPH, ACRONEURIA-CALIFORNICA BANKS (PLECOPTERA-PERLIDAE)								ECOLOGY				56	1			105	116		10.2307/1935303			1975	1975										69							WOS:A1975V881000009		
J	WOLF, LL; HAINSWORTH, FR; GILL, FB								FORAGING EFFICIENCIES AND TIME BUDGETS IN NECTAR-FEEDING BIRDS								ECOLOGY				56	1			117	128		10.2307/1935304			1975	1975										129							WOS:A1975V881000010		
J	WIEGERT, RG; MCGINNIS, JT								ANNUAL PRODUCTION AND DISAPPEARANCE OF DETRITUS ON 3 SOUTH-CAROLINA OLD FIELDS								ECOLOGY				56	1			129	140		10.2307/1935305			1975	1975										32							WOS:A1975V881000011		
J	BOLING, RH; GOODMAN, ED; VANSICKLE, JA; ZIMMER, JO; CUMMINS, KW; PETERSEN, RC; REICE, SR								TOWARD A MODEL OF DETRITUS PROCESSING IN A WOODLAND STREAM								ECOLOGY				56	1			141	151		10.2307/1935306			1975	1975										127							WOS:A1975V881000012		
J	BRODIE, PF								CETACEAN ENERGETICS, AN OVERVIEW OF INTRASPECIFIC SIZE VARIATION								ECOLOGY				56	1			152	161		10.2307/1935307			1975	1975										144							WOS:A1975V881000013		
J	STEWARD, KK; ORNES, WH								AUTECOLOGY OF SAW-GRASS IN FLORIDA EVERGLADES								ECOLOGY				56	1			162	171		10.2307/1935308			1975	1975										92							WOS:A1975V881000014		
J	VINEGAR, MB								DEMOGRAPHY OF STRIPED PLATEAU LIZARD, SCELOPORUS-VIRGATUS								ECOLOGY				56	1			172	182		10.2307/1935309			1975	1975										94							WOS:A1975V881000015		
J	SPERLING, JA								ALGAL ECOLOGY OF SOUTHERN ICELANDIC HOT SPRINGS IN WINTER								ECOLOGY				56	1			183	190		10.2307/1935310			1975	1975										10							WOS:A1975V881000016		
J	LOTRICH, VA								SUMMER HOME RANGE AND MOVEMENTS OF FUNDULUS-HETEROCLITUS (PISCES-CYPRINODONTIDAE) IN A TIDAL CREEK								ECOLOGY				56	1			191	198		10.2307/1935311			1975	1975										175							WOS:A1975V881000017		
J	MARTIN, DB; NOVOTNY, JF								NUTRIENT LIMITATION OF SUMMER PHYTOPLANKTON GROWTH IN 2 MISSOURI RIVER RESERVOIRS								ECOLOGY				56	1			199	205		10.2307/1935312			1975	1975										6							WOS:A1975V881000018		
J	THORP, JH; BARTHALMUS, GT								EFFECTS OF CROWDING ON GROWTH-RATE AND SYMBIOSIS IN GREEN HYDRA								ECOLOGY				56	1			206	212					1975	1975										7							WOS:A1975V881000019		
J	BERNSTEIN, RA								FORAGING STRATEGIES OF ANTS IN RESPONSE TO VARIABLE FOOD DENSITY								ECOLOGY				56	1			213	219		10.2307/1935314			1975	1975										117							WOS:A1975V881000020		
J	KIESTER, AR; GORMAN, GC; ARROYO, DC								HABITAT SELECTION BEHAVIOR OF 3 SPECIES OF ANOLIS LIZARDS								ECOLOGY				56	1			220	225		10.2307/1935315			1975	1975										20							WOS:A1975V881000021		
J	STOUT, BB; DESCHENES, JM; OHMANN, LF								MULTI-SPECIES MODEL OF A DECIDUOUS FOREST								ECOLOGY				56	1			226	231		10.2307/1935316			1975	1975										4							WOS:A1975V881000022		
J	ZARET, TM; KERFOOT, WC								FISH PREDATION ON BOSMINA-LONGIROSTRIS - BODY-SIZE SELECTION VERSUS VISIBILITY SELECTION								ECOLOGY				56	1			232	237		10.2307/1935317			1975	1975										223							WOS:A1975V881000023		
J	DEANGELIS, DL								STABILITY AND CONNECTANCE IN FOOD WEB MODELS								ECOLOGY				56	1			238	243					1975	1975										185							WOS:A1975V881000024		
J	RUESINK, WG								ESTIMATING TIME-VARYING SURVIVAL OF ARTHROPOD LIFE STAGES FROM POPULATION-DENSITY								ECOLOGY				56	1			244	247		10.2307/1935319			1975	1975										19							WOS:A1975V881000025		
J	RIECHERT, SE; TRACY, CR								THERMAL BALANCE AND PREY AVAILABILITY - BASES FOR A MODEL RELATING WEB-SITE CHARACTERISTICS TO SPIDER REPRODUCTIVE SUCCESS								ECOLOGY				56	2			265	284		10.2307/1934960			1975	1975										191							WOS:A1975AD01000002		
J	STILES, FG								ECOLOGY, FLOWERING PHENOLOGY, AND HUMMINGBIRD POLLINATION OF SOME COSTA RICAN HELICONIA SPECIES								ECOLOGY				56	2			285	301		10.2307/1934961			1975	1975										370							WOS:A1975AD01000003		
J	BENKE, AC; BENKE, SS								COMPARATIVE DYNAMICS AND LIFE HISTORIES OF COEXISTING DRAGONFLY POPULATIONS								ECOLOGY				56	2			302	317		10.2307/1934962			1975	1975										99							WOS:A1975AD01000004		
J	WOODWELL, GM; WHITTAKER, RH; HOUGHTON, RA								NUTRIENT CONCENTRATIONS IN PLANTS IN BROOKHAVEN OAK-PINE FOREST								ECOLOGY				56	2			318	332		10.2307/1934963			1975	1975										130							WOS:A1975AD01000005		
J	GILL, FB; WOLF, LL								ECONOMICS OF FEEDING TERRITORIALITY IN GOLDEN-WINGED SUNBIRD								ECOLOGY				56	2			333	345		10.2307/1934964			1975	1975										383							WOS:A1975AD01000006		
J	MALY, EJ								INTERACTIONS AMONG PREDATORY ROTIFER ASPLANCHNA AND 2 PREY, PARAMECIUM AND EUGLENA								ECOLOGY				56	2			346	358		10.2307/1934965			1975	1975										27							WOS:A1975AD01000007		
J	RANDOLPH, PA; RANDOLPH, JC; BARLOW, CA								AGE-SPECIFIC ENERGETICS OF PEA APHID, ACYRTHOSIPHON-PISUM								ECOLOGY				56	2			359	369		10.2307/1934966			1975	1975										50							WOS:A1975AD01000008		
J	EHLERINGER, JR; MILLER, PC								WATER RELATIONS OF SELECTED PLANT SPECIES IN ALPINE TUNDRA, COLORADO								ECOLOGY				56	2			370	380		10.2307/1934967			1975	1975										51							WOS:A1975AD01000009		
J	PIMENTEL, D; LEVIN, SA; SOANS, AB								EVOLUTION OF ENERGY-BALANCE IN SOME EXPLOITER-VICTIM SYSTEMS								ECOLOGY				56	2			381	390		10.2307/1934968			1975	1975										29							WOS:A1975AD01000010		
J	CATES, RG								INTERFACE BETWEEN SLUGS AND WILD GINGER - SOME EVOLUTIONARY ASPECTS								ECOLOGY				56	2			391	400		10.2307/1934969			1975	1975										84							WOS:A1975AD01000011		
J	SHAVER, GR; BILLINGS, WD								ROOT PRODUCTION AND ROOT TURNOVER IN A WET TUNDRA ECOSYSTEM, BARROW, ALASKA								ECOLOGY				56	2			401	409		10.2307/1934970			1975	1975										132							WOS:A1975AD01000012		
J	CATES, RG; ORIANS, GH								SUCCESSIONAL STATUS AND PALATABILITY OF PLANTS TO GENERALIZED HERBIVORES								ECOLOGY				56	2			410	418		10.2307/1934971			1975	1975										258							WOS:A1975AD01000013		
J	LAWS, EA								IMPORTANCE OF RESPIRATION LOSSES IN CONTROLLING SIZE DISTRIBUTION OF MARINE PHYTOPLANKTON								ECOLOGY				56	2			419	426		10.2307/1934972			1975	1975										105							WOS:A1975AD01000014		
J	TINKLE, DW; HADLEY, NF								LIZARD REPRODUCTIVE EFFORT - CALORIC ESTIMATES AND COMMENTS ON ITS EVOLUTION								ECOLOGY				56	2			427	434		10.2307/1934973			1975	1975										165							WOS:A1975AD01000015		
J	AMERSON, AB								SPECIES RICHNESS ON NONDISTURBED NORTHWESTERN HAWAIIAN ISLANDS								ECOLOGY				56	2			435	444		10.2307/1934974			1975	1975										26							WOS:A1975AD01000016		
J	HUEY, RB; WEBSTER, TP								THERMAL BIOLOGY OF A SOLITARY LIZARD - ANOLIS-MARMORATUS OF GUADELOUPE, LESSER ANTILLES								ECOLOGY				56	2			445	452		10.2307/1934975			1975	1975										30							WOS:A1975AD01000017		
J	PERKINS, MA; GOLDMAN, CR; LEONARD, RL								RESIDUAL NUTRIENT DISCHARGE IN STREAMWATERS INFLUENCED BY SEWAGE EFFLUENT SPRAYING								ECOLOGY				56	2			453	460		10.2307/1934976			1975	1975										7							WOS:A1975AD01000018		
J	SHEA, ML; WARREN, RS; NIERING, WA								BIOCHEMICAL AND TRANSPLANTATION STUDIES OF GROWTH FORM OF SPARTINA-ALTERNIFLORA ON CONNECTICUT SALT MARSHES								ECOLOGY				56	2			461	466		10.2307/1934977			1975	1975										84							WOS:A1975AD01000019		
J	MCLOSKEY, RT; LAJOIE, DT								DETERMINANTS OF LOCAL DISTRIBUTION AND ABUNDANCE IN WHITE-FOOTED MICE								ECOLOGY				56	2			467	472		10.2307/1934978			1975	1975										54							WOS:A1975AD01000020		
J	LIEBERBURG, I; KRANZ, PM; SEIP, A								BERMUDIAN ANTS REVISITED - STATUS AND INTERACTION OF PHEIDOLE-MEGACEPHALA AND IRIDOMYRMEX-HUMILIS								ECOLOGY				56	2			473	478		10.2307/1934979			1975	1975										50							WOS:A1975AD01000021		
J	WOOD, KG								PHOTOSYNTHESIS OF CLADOPHORA IN RELATION TO LIGHT AND CO2 LIMITATION - CACO3 PRECIPITATION								ECOLOGY				56	2			479	484		10.2307/1934980			1975	1975										16							WOS:A1975AD01000022		
J	BAZZAZ, FA								PLANT SPECIES-DIVERSITY IN OLD-FIELD SUCCESSIONAL ECOSYSTEMS IN SOUTHERN ILLINOIS								ECOLOGY				56	2			485	488		10.2307/1934981			1975	1975										329							WOS:A1975AD01000023		
J	ROUGHGARDEN, J; FELDMAN, M								SPECIES PACKING AND PREDATION PRESSURE								ECOLOGY				56	2			489	492		10.2307/1934982			1975	1975										155							WOS:A1975AD01000024		
J	GILLESPIE, JH								NATURAL-SELECTION FOR RESISTANCE TO EPIDEMICS								ECOLOGY				56	2			493	495		10.2307/1934983			1975	1975										77							WOS:A1975AD01000025		
J	PEET, RK								RELATIVE DIVERSITY INDEXES								ECOLOGY				56	2			496	498		10.2307/1934984			1975	1975										121							WOS:A1975AD01000026		
J	WELSH, BL								ROLE OF GRASS SHRIMP, PALAEMONETES-PUGIO, IN A TIDAL MARSH ECOSYSTEM								ECOLOGY				56	3			513	530		10.2307/1935488			1975	1975										202							WOS:A1975AH45700002		
J	GRIFFIN, KO								VEGETATION STUDIES AND MODERN POLLEN SPECTRA FROM RED LAKE PEATLAND, NORTHERN MINNESOTA								ECOLOGY				56	3			531	546		10.2307/1935489			1975	1975										16							WOS:A1975AH45700003		
J	WIENS, JA; NUSSBAUM, RA								MODEL ESTIMATION OF ENERGY FLOW IN NORTHWESTERN CONIFEROUS FOREST BIRD COMMUNITIES								ECOLOGY				56	3			547	561		10.2307/1935490			1975	1975										24							WOS:A1975AH45700004		
J	TERBORGH, J; WESKE, JS								ROLE OF COMPETITION IN DISTRIBUTION OF ANDEAN BIRDS								ECOLOGY				56	3			562	576		10.2307/1935491			1975	1975										184							WOS:A1975AH45700005		
J	SCHAFFER, WM; ELSON, PF								ADAPTIVE SIGNIFICANCE OF VARIATIONS IN LIFE-HISTORY AMONG LOCAL POPULATIONS OF ATLANTIC SALMON IN NORTH-AMERICA								ECOLOGY				56	3			577	590		10.2307/1935492			1975	1975										246							WOS:A1975AH45700006		
J	ERMAN, DC; ERMAN, NA								MACROINVERTEBRATE COMPOSITION AND PRODUCTION IN SOME SIERRA-NEVADA MINEROTROPIC PEATLANDS								ECOLOGY				56	3			591	603		10.2307/1935493			1975	1975										25							WOS:A1975AH45700007		
J	GANT, RE; CLEBSCH, EEC								ALLELOPATHIC INFLUENCES OF SASSAFRAS-ALBIDUM IN OLD-FIELD SUCCESSION IN TENNESSEE								ECOLOGY				56	3			604	615		10.2307/1935494			1975	1975										37							WOS:A1975AH45700008		
J	POWER, DM								SIMILARITY AMONG AVIFAUNAS OF GALAPAGOS ISLANDS								ECOLOGY				56	3			616	626		10.2307/1935495			1975	1975										44							WOS:A1975AH45700009		
J	JASSBY, AD								DARK SULFATE UPTAKE AND BACTERIAL PRODUCTIVITY IN A SUBALPINE LAKE								ECOLOGY				56	3			627	636		10.2307/1935496			1975	1975										16							WOS:A1975AH45700010		
J	WISE, DH								FOOD LIMITATION OF SPIDER LINYPHIA-MARGINATA - EXPERIMENTAL FIELD STUDIES								ECOLOGY				56	3			637	646		10.2307/1935497			1975	1975										159							WOS:A1975AH45700011		
J	MUSSELMAN, RC; LESTER, DT; ADAMS, MS								LOCALIZED ECOTYPES OF THUJA-OCCIDENTALIS L IN WISCONSIN								ECOLOGY				56	3			647	655		10.2307/1935498			1975	1975										28							WOS:A1975AH45700012		
J	FRALEIGH, PC; WIEGERT, RG								MODEL EXPLAINING SUCCESSIONAL CHANGE IN STANDING CROP OF THERMAL BLUE-GREEN-ALGAE								ECOLOGY				56	3			656	664		10.2307/1935499			1975	1975										15							WOS:A1975AH45700013		
J	GEHRS, CW; ROBERTSON, A								USE OF LIFE TABLES IN ANALYZING DYNAMICS OF COPEPOD POPULATIONS								ECOLOGY				56	3			665	672		10.2307/1935500			1975	1975										39							WOS:A1975AH45700014		
J	HEALY, WR								BREEDING AND POSTLARVAL MIGRATIONS OF RED-SPOTTED NEWT, NOTOPHTHALMUS-VIRIDESCENS, IN MASSACHUSETTS								ECOLOGY				56	3			673	680		10.2307/1935501			1975	1975										27							WOS:A1975AH45700015		
J	WIELAND, NK; BAZZAZ, FA								PHYSIOLOGICAL ECOLOGY OF 3 CODOMINANT SUCCESSIONAL ANNUALS								ECOLOGY				56	3			681	688		10.2307/1935502			1975	1975										53							WOS:A1975AH45700016		
J	LANCIANI, CA								PARASITE-INDUCED ALTERATIONS IN HOST REPRODUCTION AND SURVIVAL								ECOLOGY				56	3			689	695		10.2307/1935503			1975	1975										48							WOS:A1975AH45700017		
J	MITCHELL, R								EVOLUTION OF OVIPOSITION TACTICS IN BEAN WEEVIL, CALLOSOBRUCHUS-MACULATUS (F)								ECOLOGY				56	3			696	702		10.2307/1935504			1975	1975										167							WOS:A1975AH45700018		
J	SAFRIEL, UN								SIGNIFICANCE OF CLUTCH SIZE IN NIDIFUGOUS BIRDS								ECOLOGY				56	3			703	708		10.2307/1935505			1975	1975										91							WOS:A1975AH45700019		
J	RICHMOND, RC; GILPIN, ME; PEREZSALAS, S; AYALA, FJ								SEARCH FOR EMERGENT COMPETITIVE PHENOMENA - DYNAMICS OF MULTISPECIES DROSOPHILA SYSTEMS								ECOLOGY				56	3			709	714		10.2307/1935506			1975	1975										23							WOS:A1975AH45700020		
J	COVINGTON, WW								ALTITUDINAL VARIATION OF CHLOROPHYLL CONCENTRATION AND REFLECTANCE OF BARK OF POPULUS-TREMULOIDES								ECOLOGY				56	3			715	720		10.2307/1935507			1975	1975										8							WOS:A1975AH45700021		
J	ABRAHAMSON, WG								REPRODUCTIVE STRATEGIES IN DEWBERRIES								ECOLOGY				56	3			721	726		10.2307/1935508			1975	1975										161							WOS:A1975AH45700022		
J	WILLIAMSON, GB								PATTERN AND SERAL COMPOSITION IN AN OLD-GROWTH BEECH-MAPLE FOREST								ECOLOGY				56	3			727	731		10.2307/1935509			1975	1975										135							WOS:A1975AH45700023		
J	BAMBERG, SA; KLEINKOPF, GE; WALLACE, A; VOLLMER, A								COMPARATIVE PHOTOSYNTHETIC PRODUCTION OF MOJAVE DESERT SHRUBS								ECOLOGY				56	3			732	736		10.2307/1935510			1975	1975										19							WOS:A1975AH45700024		
J	MAY, RM								SOME NOTES ON ESTIMATING COMPETITION MATRIX, ALPHA								ECOLOGY				56	3			737	741		10.2307/1935511			1975	1975										199							WOS:A1975AH45700025		
J	SNELL, TW; BURCH, DG								EFFECTS OF DENSITY ON RESOURCE PARTITIONING IN CHAMAESYCE-HIRTA (EUPHORBIACEAE)								ECOLOGY				56	3			742	746		10.2307/1935512			1975	1975										61							WOS:A1975AH45700026		
J	PINDER, JE								EFFECTS OF SPECIES REMOVAL ON AN OLD-FIELD PLANT COMMUNITY								ECOLOGY				56	3			747	751		10.2307/1935513			1975	1975										56							WOS:A1975AH45700027		
J	MARTEN, GG; KLEIBER, PM; REID, JAK								COMPUTER-PROGRAM FOR FITTING TRACER KINETIC AND OTHER DIFFERENTIAL EQUATIONS TO DATA								ECOLOGY				56	3			752	754		10.2307/1935514			1975	1975										1							WOS:A1975AH45700028		
J	WHITTAKER, RH; NIERING, WA								VEGETATION OF SANTA CATALINA MOUNTAINS, ARIZONA .5. BIOMASS, PRODUCTION, AND DIVERSITY ALONG ELEVATION GRADIENT								ECOLOGY				56	4			771	790		10.2307/1936291			1975	1975										292							WOS:A1975AN74500001		
J	MOORE, WS								STABILITY OF SMALL UNISEXUAL-BISEXUAL POPULATIONS OF POECILIOPSIS (PISCES - POECILIIDAE)								ECOLOGY				56	4			791	808		10.2307/1936292			1975	1975										36							WOS:A1975AN74500002		
J	NEILL, WE								EXPERIMENTAL STUDIES OF MICROCRUSTACEAN COMPETITION, COMMUNITY COMPOSITION AND EFFICIENCY OF RESOURCE UTILIZATION								ECOLOGY				56	4			809	826		10.2307/1936293			1975	1975										201							WOS:A1975AN74500003		
J	SMALL, JW								ENERGY DYNAMICS OF BENTHIC FISHES IN A SMALL KENTUCKY STREAM								ECOLOGY				56	4			827	840		10.2307/1936294			1975	1975										28							WOS:A1975AN74500004		
J	HEITHAUS, ER; FLEMING, TH; OPLER, PA								FORAGING PATTERNS AND RESOURCE UTILIZATION IN 7 SPECIES OF BATS IN A SEASONAL TROPICAL FOREST								ECOLOGY				56	4			841	854		10.2307/1936295			1975	1975										297							WOS:A1975AN74500005		
J	TANNER, JT								STABILITY AND INTRINSIC GROWTH-RATES OF PREY AND PREDATOR POPULATIONS								ECOLOGY				56	4			855	867		10.2307/1936296			1975	1975										245							WOS:A1975AN74500006		
J	FOX, LR								SOME DEMOGRAPHIC CONSEQUENCES OF FOOD SHORTAGE FOR PREDATOR, NOTONECTA-HOFFMANNI								ECOLOGY				56	4			868	880		10.2307/1936297			1975	1975										60							WOS:A1975AN74500007		
J	DEANGELIS, DL; GOLDSTEIN, RA; ONEILL, RV								MODEL FOR TROPHIC INTERACTION								ECOLOGY				56	4			881	892		10.2307/1936298			1975	1975										631							WOS:A1975AN74500008		
J	LUCK, RF; DAHLSTEN, DL								NATURAL DECLINE OF A PINE NEEDLE SCALE (CHIONASPIS-PINIFOLIAE [FITCH]), OUTBREAK AT SOUTH LAKE TAHOE, CALIFORNIA FOLLOWING CESSATION OF ADULT MOSQUITO-CONTROL WITH MALATHION								ECOLOGY				56	4			893	904		10.2307/1936299			1975	1975										42							WOS:A1975AN74500009		
J	TRAMER, EJ								REGULATION OF PLANT SPECIES-DIVERSITY ON AN EARLY SUCCESSIONAL OLD-FIELD								ECOLOGY				56	4			905	914		10.2307/1936300			1975	1975										36							WOS:A1975AN74500010		
J	GILROY, D								DETERMINATION OF RATE CONSTANTS OF ISLAND COLONIZATION								ECOLOGY				56	4			915	923		10.2307/1936301			1975	1975										11							WOS:A1975AN74500011		
